PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
2883,578185173,-159.6107178,-74.23135376,-29.77046585,9.945406914,-1.08002615,-2.419459581,14.167696,-48.09793091,36.43275833, 
2884,578201840,-158.3810577,-73.25364685,-30.80035973,10.09628487,-0.730336845,-2.21625185,15.2629118,-47.38649368,37.58190536, 
2885,578218507,-157.0505829,-72.17127991,-31.9331913,9.883757591,-0.472868592,-1.624522686,15.75624466,-51.25907516,43.73675919, 
2886,578235174,-155.7223511,-70.8294754,-33.07571411,9.635435104,-0.077041768,-1.150276661,15.61438465,-63.90422058,52.59615707, 
2887,578251841,-154.3106995,-69.2135849,-34.22370911,10.99468803,-0.634739101,-1.206202745,20.86062813,-76.79637909,62.73429108, 
2888,578268508,-152.8810272,-67.40151978,-35.48474884,11.52387047,-1.302145123,-1.267995,16.43304443,-83.81735229,73.85751343, 
2889,578285175,-151.3485718,-65.34185028,-36.80376434,12.36918259,-1.604030013,-1.360766649,20.41974449,-93.28488922,86.30973816, 
2890,578301842,-149.7289429,-63.04283905,-38.14833069,13.14900112,-1.00506413,-1.946713805,25.54416275,-101.7317123,98.91481781, 
2891,578318509,-148.1709595,-60.49145508,-39.42966461,13.97088337,-0.499745727,-2.316992044,26.79694557,-111.3191299,110.6134567, 
2892,578335176,-146.7264404,-57.62175751,-40.45582199,15.52687645,-1.005312443,-1.892314434,34.94726944,-127.0504303,119.8508224, 
2893,578351843,-145.2867889,-54.69978714,-41.30321884,18.42907715,-0.909964859,-0.457011789,45.2974472,-128.5193329,122.0215759, 
2894,578368510,-143.9808197,-51.7003479,-41.98373032,18.74466896,-0.014367152,1.602639079,46.8795929,-131.6538086,124.6416626, 
2895,578385177,-143.0705872,-48.20884705,-42.13700867,22.56752205,2.581315517,4.939081669,48.84002304,-164.0646667,129.840271, 
2896,578401844,-141.4380493,-44.66214371,-42.5206337,24.46390152,3.339731932,5.67295599,82.60179138,-157.8019104,143.3697968, 
2897,578418511,-138.2144012,-41.21931839,-43.38534546,21.59345245,2.518648863,-0.073744178,159.4392853,-132.7080841,162.863739, 
2898,578435178,-135.6920013,-37.9673233,-44.4607811,14.2428112,1.820563912,-4.34015274,111.6825562,-108.1245422,170.096405, 
2899,578451845,-137.4796753,-35.66561127,-45.17271042,12.53252697,6.68351984,-3.45380497,-131.2690582,-76.35997772,120.3041229, 
2900,578468512,-138.2867584,-34.08028793,-45.83198166,7.497890472,4.601452827,-2.76144433,-69.32023621,-48.47401428,88.30363464, 
2901,578485179,-138.017807,-32.93451309,-46.13365555,5.587299824,-3.203899622,-5.045912743,7.919285774,-40.87439346,57.50032425, 
2902,578501846,-139.6267548,-32.11662292,-46.24955368,3.666299343,-5.816276073,-1.789934278,-98.50737,-32.79653168,37.09866333, 
2903,578518513,-141.0598602,-32.89754868,-46.65576172,9.13785553,5.187682629,3.685943365,-97.36045837,49.51585388,-13.70315552, 
2904,578535180,-139.6144867,-35.17428589,-47.61658478,0.20081903,6.02707386,7.06252861,56.19435883,135.9369965,-50.03024673, 
2905,578551847,-139.127243,-37.02271652,-47.4017868,-0.503847837,-0.229389191,2.464081526,38.6039238,77.67337799,-79.72838593, 
2906,578568514,-138.4463654,-39.51940536,-47.17722321,4.16220665,2.520523787,-2.246602058,50.9367981,106.0610809,-106.21978, 
2907,578585181,-139.4934692,-42.96196365,-47.0628624,5.896256924,1.963444352,-1.384312987,-56.46721268,152.7691956,-139.0632629, 
2908,578601848,-140.6655579,-47.02256393,-46.95116425,6.275741577,-2.383237123,1.895744562,-63.67918015,184.1600647,-159.5644836, 
2909,578618515,-139.8698425,-51.4914856,-46.69078827,7.156683445,-2.949571609,1.255316138,61.36917496,200.0980682,-178.7457733, 
2910,578635182,-138.4013824,-56.35190964,-46.05878067,8.331313133,-2.429882765,-1.958524942,120.4907837,206.3860779,-207.1575775, 
2911,578651849,-138.0080719,-61.65452194,-44.96685028,10.12201023,-3.002962589,-3.081654072,81.58011627,215.1725922,-236.6330261, 
2912,578668516,-138.0444641,-67.32042694,-43.23400116,11.58174419,-4.429022789,-1.867776275,93.46826935,223.2952271,-260.0286865, 
2913,578685183,-138.9124756,-73.18536377,-40.00962448,14.61943245,-2.737134695,-1.881731749,132.0998535,220.5717926,-281.5592041, 
2914,578701850,-142.774704,-79.23760986,-34.21263504,17.63112259,-1.651971579,-3.413610697,107.862793,229.5639648,-292.5725708, 
2915,578718517,-160.2944183,-84.99206543,-15.15722466,18.23456573,-5.065117836,-4.67332077,84.68585968,225.5840149,-298.9450073, 
2916,578735184,114.7126465,-86.43415833,71.91123962,18.18484497,-5.659819603,-7.396008492,116.4406281,195.7740631,-301.5175171, 
2917,578751851,82.70631409,-81.82252502,105.2773285,18.36376381,-6.898897171,-10.81732941,74.94106293,160.3470154,-291.9256287, 
2918,578768518,76.97698975,-77.54777527,111.8606415,19.04646492,-14.50396252,-11.82250309,46.578022,115.5846558,-238.9309692, 
2919,578785185,70.23590851,-73.81015778,119.3678741,16.14514732,-16.58264351,-9.132601738,33.69575119,170.8748016,-182.6843872, 
2920,578801852,68.42886353,-71.31825256,123.2720642,5.492282391,-12.50153542,-13.13004303,116.6865692,119.374649,-114.5342789, 
2921,578818519,67.56939697,-70.5789566,124.2854309,0.137154087,-15.24315071,-14.13445091,7.314416409,35.9776535,-33.25334167, 
2922,578835186,70.94480133,-71.58556366,120.5836029,2.219557524,-16.96174622,-8.540279388,-6.266404629,-87.72470856,31.3288517, 
2923,578851853,78.21565247,-73.46874237,115.0697937,9.468698502,-10.45533943,-9.812724113,121.8435287,-124.7548981,82.71269989, 
2924,578868520,81.26022339,-75.29987335,110.0333557,14.58026218,-0.27728793,-5.706413269,-107.0447006,-98.52459717,93.81066132, 
2925,578885187,76.79935455,-76.29989624,109.0864258,15.72898293,6.938086033,11.38662624,-321.4778748,-24.05331993,56.55817795, 
2926,578901854,65.94950104,-76.32818604,116.6453018,16.81221962,14.94814396,26.6644268,-209.1482544,102.0874405,36.15662384, 
